"Step","celestial-jazz-4 - Test_loss","celestial-jazz-4 - Test_loss__MIN","celestial-jazz-4 - Test_loss__MAX","celestial-jazz-4 - Train_loss","celestial-jazz-4 - Train_loss__MIN","celestial-jazz-4 - Train_loss__MAX","celestial-jazz-4 - Val_loss","celestial-jazz-4 - Val_loss__MIN","celestial-jazz-4 - Val_loss__MAX"
"0","1.000010503903243","1.000010503903243","1.000010503903243","1.000076794439624","1.000076794439624","1.000076794439624","0.9999912817165675","0.9999912817165675","0.9999912817165675"
"1","1.0000122689880908","1.0000122689880908","1.0000122689880908","0.9999999793833789","0.9999999793833789","0.9999999793833789","0.9999917571000414","0.9999917571000414","0.9999917571000414"
"2","1.000021056098148","1.000021056098148","1.000021056098148","1.0000020151771873","1.0000020151771873","1.0000020151771873","0.9999865796506128","0.9999865796506128","0.9999865796506128"
"3","1.0000284439674958","1.0000284439674958","1.0000284439674958","1.000002431410417","1.000002431410417","1.000002431410417","0.9999803391903026","0.9999803391903026","0.9999803391903026"
"4","1.0000353178873789","1.0000353178873789","1.0000353178873789","1.0000025972606792","1.0000025972606792","1.0000025972606792","0.9999726199158421","0.9999726199158421","0.9999726199158421"
"5","1.0000430665171813","1.0000430665171813","1.0000430665171813","1.000001655955252","1.000001655955252","1.000001655955252","0.9999613726721945","0.9999613726721945","0.9999613726721945"
"6","1.0000509731774605","1.0000509731774605","1.0000509731774605","1.0000037883149147","1.0000037883149147","1.0000037883149147","0.99994983264416","0.99994983264416","0.99994983264416"
"7","1.0000736711589042","1.0000736711589042","1.0000736711589042","0.9999957945857291","0.9999957945857291","0.9999957945857291","0.9999235617278485","0.9999235617278485","0.9999235617278485"
"8","1.00006760166299","1.00006760166299","1.00006760166299","1.0000000695987934","1.0000000695987934","1.0000000695987934","0.9999178577245263","0.9999178577245263","0.9999178577245263"
"9","1.0001138308054192","1.0001138308054192","1.0001138308054192","0.9999843398764009","0.9999843398764009","0.9999843398764009","0.9998786387918236","0.9998786387918236","0.9998786387918236"
"10","1.0000449911861773","1.0000449911861773","1.0000449911861773","0.9999849431894934","0.9999849431894934","0.9999849431894934","0.9998958227502751","0.9998958227502751","0.9998958227502751"
"11","1.0001606427070528","1.0001606427070528","1.0001606427070528","0.9999747448047204","0.9999747448047204","0.9999747448047204","0.999827127284343","0.999827127284343","0.999827127284343"
"12","1.0000268233511622","1.0000268233511622","1.0000268233511622","0.9999675068724695","0.9999675068724695","0.9999675068724695","0.9998717585149214","0.9998717585149214","0.9998717585149214"
"13","1.0001543462487317","1.0001543462487317","1.0001543462487317","0.9999626648405276","0.9999626648405276","0.9999626648405276","0.9997920496180045","0.9997920496180045","0.9997920496180045"
"14","1.0000721653383744","1.0000721653383744","1.0000721653383744","0.9999532677206404","0.9999532677206404","0.9999532677206404","0.9998193333882139","0.9998193333882139","0.9998193333882139"
"15","1.0001652288726988","1.0001652288726988","1.0001652288726988","0.9999454547371165","0.9999454547371165","0.9999454547371165","0.9997715507348721","0.9997715507348721","0.9997715507348721"
"16","1.0000779668045687","1.0000779668045687","1.0000779668045687","0.9999433214466326","0.9999433214466326","0.9999433214466326","0.9997841165232257","0.9997841165232257","0.9997841165232257"
"17","1.000107191915828","1.000107191915828","1.000107191915828","0.9999375843770799","0.9999375843770799","0.9999375843770799","0.9997569919341333","0.9997569919341333","0.9997569919341333"
"18","1.0001391951666077","1.0001391951666077","1.0001391951666077","0.9999314197621185","0.9999314197621185","0.9999314197621185","0.9997340268176113","0.9997340268176113","0.9997340268176113"
"19","1.0001777664850344","1.0001777664850344","1.0001777664850344","0.9999133887626973","0.9999133887626973","0.9999133887626973","0.9997020522272997","0.9997020522272997","0.9997020522272997"
"20","1.0001391669403408","1.0001391669403408","1.0001391669403408","0.9999156543045691","0.9999156543045691","0.9999156543045691","0.9997163205805515","0.9997163205805515","0.9997163205805515"
"21","1.000173005663224","1.000173005663224","1.000173005663224","0.9998987753081469","0.9998987753081469","0.9998987753081469","0.9996959236341701","0.9996959236341701","0.9996959236341701"
"22","1.0001579314079738","1.0001579314079738","1.0001579314079738","0.9999067084543897","0.9999067084543897","0.9999067084543897","0.9996991909768315","0.9996991909768315","0.9996991909768315"
"23","1.0001898862343024","1.0001898862343024","1.0001898862343024","0.999892722920973","0.999892722920973","0.999892722920973","0.9996837894619386","0.9996837894619386","0.9996837894619386"
"24","1.0001464241633862","1.0001464241633862","1.0001464241633862","0.9998977473947639","0.9998977473947639","0.9998977473947639","0.999689242033531","0.999689242033531","0.999689242033531"
"25","1.0002017701805097","1.0002017701805097","1.0002017701805097","0.9998855839572516","0.9998855839572516","0.9998855839572516","0.9996682897727381","0.9996682897727381","0.9996682897727381"
"26","1.0002028259252838","1.0002028259252838","1.0002028259252838","0.9998944965479585","0.9998944965479585","0.9998944965479585","0.9996779951157789","0.9996779951157789","0.9996779951157789"
"27","1.0002204817098637","1.0002204817098637","1.0002204817098637","0.9998788551160138","0.9998788551160138","0.9998788551160138","0.9996571609441426","0.9996571609441426","0.9996571609441426"
"28","1.000215474143552","1.000215474143552","1.000215474143552","0.9998821625796634","0.9998821625796634","0.9998821625796634","0.9996659771353917","0.9996659771353917","0.9996659771353917"
"29","1.0001823686558993","1.0001823686558993","1.0001823686558993","0.9998729796115782","0.9998729796115782","0.9998729796115782","0.9996537108483272","0.9996537108483272","0.9996537108483272"
"30","1.0002267367213742","1.0002267367213742","1.0002267367213742","0.9998708471953452","0.9998708471953452","0.9998708471953452","0.9996458502353435","0.9996458502353435","0.9996458502353435"
"31","1.000199892499713","1.000199892499713","1.000199892499713","0.9998693978525919","0.9998693978525919","0.9998693978525919","0.9996660229926162","0.9996660229926162","0.9996660229926162"
"32","1.0003068817358725","1.0003068817358725","1.0003068817358725","0.9998752439366981","0.9998752439366981","0.9998752439366981","0.9996525625710602","0.9996525625710602","0.9996525625710602"
"33","1.0002221278652998","1.0002221278652998","1.0002221278652998","0.9998655656667877","0.9998655656667877","0.9998655656667877","0.9996596174407866","0.9996596174407866","0.9996596174407866"
"34","1.000320535128671","1.000320535128671","1.000320535128671","0.9998676771623787","0.9998676771623787","0.9998676771623787","0.9996402020346519","0.9996402020346519","0.9996402020346519"
"35","1.000313415387685","1.000313415387685","1.000313415387685","0.9998610459802934","0.9998610459802934","0.9998610459802934","0.999640087012576","0.999640087012576","0.999640087012576"
"36","1.0003215772321221","1.0003215772321221","1.0003215772321221","0.9998589731064084","0.9998589731064084","0.9998589731064084","0.9996365957400836","0.9996365957400836","0.9996365957400836"
"37","1.0003415340862374","1.0003415340862374","1.0003415340862374","0.9998574381356101","0.9998574381356101","0.9998574381356101","0.999634923538603","0.999634923538603","0.999634923538603"
"38","1.0003021438149544","1.0003021438149544","1.0003021438149544","0.9998555565398036","0.9998555565398036","0.9998555565398036","0.9996372597423294","0.9996372597423294","0.9996372597423294"
"39","1.0002942071369496","1.0002942071369496","1.0002942071369496","0.999855825105383","0.999855825105383","0.999855825105383","0.9996347083754957","0.9996347083754957","0.9996347083754957"
"40","1.0003176549883996","1.0003176549883996","1.0003176549883996","0.9998521191899518","0.9998521191899518","0.9998521191899518","0.999630154191858","0.999630154191858","0.999630154191858"
"41","1.0003984120932976","1.0003984120932976","1.0003984120932976","0.9998497577642216","0.9998497577642216","0.9998497577642216","0.9996113203061279","0.9996113203061279","0.9996113203061279"
"42","1.000329239820697","1.000329239820697","1.000329239820697","0.9998411201330447","0.9998411201330447","0.9998411201330447","0.999636033178959","0.999636033178959","0.999636033178959"
"43","1.0003336153293656","1.0003336153293656","1.0003336153293656","0.9998473876866447","0.9998473876866447","0.9998473876866447","0.9996298530870483","0.9996298530870483","0.9996298530870483"
"44","1.0003996589727584","1.0003996589727584","1.0003996589727584","0.9998453067975553","0.9998453067975553","0.9998453067975553","0.9996109235589317","0.9996109235589317","0.9996109235589317"
"45","1.000305304986836","1.000305304986836","1.000305304986836","0.9998364928532422","0.9998364928532422","0.9998364928532422","0.9996402677684336","0.9996402677684336","0.9996402677684336"
"46","1.0003683886991013","1.0003683886991013","1.0003683886991013","0.9998434380128057","0.9998434380128057","0.9998434380128057","0.9996177562281455","0.9996177562281455","0.9996177562281455"
"47","1.0004189740108382","1.0004189740108382","1.0004189740108382","0.9998385654887774","0.9998385654887774","0.9998385654887774","0.9996052880487792","0.9996052880487792","0.9996052880487792"
"48","1.0003550972786512","1.0003550972786512","1.0003550972786512","0.9998321625356714","0.9998321625356714","0.9998321625356714","0.9996218509704007","0.9996218509704007","0.9996218509704007"
"49","1.0003861513355232","1.0003861513355232","1.0003861513355232","0.9998346843927102","0.9998346843927102","0.9998346843927102","0.9996128129177569","0.9996128129177569","0.9996128129177569"
"50","1.000381894892222","1.000381894892222","1.000381894892222","0.9998312453053847","0.9998312453053847","0.9998312453053847","0.9996139778957883","0.9996139778957883","0.9996139778957883"
"51","1.000372482111534","1.000372482111534","1.000372482111534","0.99983018266204","0.99983018266204","0.99983018266204","0.9996159998152737","0.9996159998152737","0.9996159998152737"
"52","1.000381280778864","1.000381280778864","1.000381280778864","0.9998292139619002","0.9998292139619002","0.9998292139619002","0.999612079247441","0.999612079247441","0.999612079247441"
"53","1.000410658649023","1.000410658649023","1.000410658649023","0.9998281810900217","0.9998281810900217","0.9998281810900217","0.9996048207771222","0.9996048207771222","0.9996048207771222"
"54","1.0004315204801397","1.0004315204801397","1.0004315204801397","0.9998217729652514","0.9998217729652514","0.9998217729652514","0.9995993364375795","0.9995993364375795","0.9995993364375795"
"55","1.000441962227532","1.000441962227532","1.000441962227532","0.9998188697248445","0.9998188697248445","0.9998188697248445","0.9995971883725767","0.9995971883725767","0.9995971883725767"
"56","1.0004840318491592","1.0004840318491592","1.0004840318491592","0.9998187305127384","0.9998187305127384","0.9998187305127384","0.9995899307509281","0.9995899307509281","0.9995899307509281"
"57","1.0004496628666182","1.0004496628666182","1.0004496628666182","0.9998148627927322","0.9998148627927322","0.9998148627927322","0.9995989942349752","0.9995989942349752","0.9995989942349752"
"58","1.0004492081433474","1.0004492081433474","1.0004492081433474","0.9998240801941003","0.9998240801941003","0.9998240801941003","0.9996082970734568","0.9996082970734568","0.9996082970734568"
"59","1.0004494281316545","1.0004494281316545","1.0004494281316545","0.9998134905239923","0.9998134905239923","0.9998134905239923","0.9996242293831912","0.9996242293831912","0.9996242293831912"
"60","1.0005033964492795","1.0005033964492795","1.0005033964492795","0.9998228481322887","0.9998228481322887","0.9998228481322887","0.9995949882531046","0.9995949882531046","0.9995949882531046"
"61","1.0005428135897947","1.0005428135897947","1.0005428135897947","0.9998123647045766","0.9998123647045766","0.9998123647045766","0.9995822643621276","0.9995822643621276","0.9995822643621276"
"62","1.00049623531297","1.00049623531297","1.00049623531297","0.9998008632888926","0.9998008632888926","0.9998008632888926","0.9995945383650099","0.9995945383650099","0.9995945383650099"
"63","1.0005606751819658","1.0005606751819658","1.0005606751819658","0.9998057521778396","0.9998057521778396","0.9998057521778396","0.9995810212965044","0.9995810212965044","0.9995810212965044"
"64","1.0004679177092803","1.0004679177092803","1.0004679177092803","0.9997961395630282","0.9997961395630282","0.9997961395630282","0.9996165289127253","0.9996165289127253","0.9996165289127253"
"65","1.000528753980778","1.000528753980778","1.000528753980778","0.9998083539302822","0.9998083539302822","0.9998083539302822","0.9995919290370068","0.9995919290370068","0.9995919290370068"
"66","1.0005611374995178","1.0005611374995178","1.0005611374995178","0.9997964971278178","0.9997964971278178","0.9997964971278178","0.9995898963293569","0.9995898963293569","0.9995898963293569"
"67","1.0005446970679626","1.0005446970679626","1.0005446970679626","0.9997947513832723","0.9997947513832723","0.9997947513832723","0.9995887906084967","0.9995887906084967","0.9995887906084967"
"68","1.0005274914731628","1.0005274914731628","1.0005274914731628","0.9997885722854329","0.9997885722854329","0.9997885722854329","0.9996011943753074","0.9996011943753074","0.9996011943753074"
"69","1.0005243561219848","1.0005243561219848","1.0005243561219848","0.9997895520080344","0.9997895520080344","0.9997895520080344","0.9996010172179394","0.9996010172179394","0.9996010172179394"
"70","1.0005368408761945","1.0005368408761945","1.0005368408761945","0.9997851605902841","0.9997851605902841","0.9997851605902841","0.9996023151369566","0.9996023151369566","0.9996023151369566"
"71","1.000561370128625","1.000561370128625","1.000561370128625","0.9997875744002699","0.9997875744002699","0.9997875744002699","0.9995994927769777","0.9995994927769777","0.9995994927769777"
"72","1.0005974477045843","1.0005974477045843","1.0005974477045843","0.9997811113901631","0.9997811113901631","0.9997811113901631","0.9995794703954649","0.9995794703954649","0.9995794703954649"
"73","1.0005469329733792","1.0005469329733792","1.0005469329733792","0.9997778677147235","0.9997778677147235","0.9997778677147235","0.999600417348655","0.999600417348655","0.999600417348655"
"74","1.0005574337893646","1.0005574337893646","1.0005574337893646","0.999777192401557","0.999777192401557","0.999777192401557","0.9996111169750785","0.9996111169750785","0.9996111169750785"
"75","1.0005775151844916","1.0005775151844916","1.0005775151844916","0.9997768523790903","0.9997768523790903","0.9997768523790903","0.9996038045256408","0.9996038045256408","0.9996038045256408"
"76","1.0005713589517873","1.0005713589517873","1.0005713589517873","0.9997717359118076","0.9997717359118076","0.9997717359118076","0.9996107327654359","0.9996107327654359","0.9996107327654359"
"77","1.0005680148765796","1.0005680148765796","1.0005680148765796","0.999771695301923","0.999771695301923","0.999771695301923","0.9996108199194759","0.9996108199194759","0.9996108199194759"
"78","1.000555464179737","1.000555464179737","1.000555464179737","0.9997659024690949","0.9997659024690949","0.9997659024690949","0.9996047491176485","0.9996047491176485","0.9996047491176485"
"79","1.0005672967811852","1.0005672967811852","1.0005672967811852","0.9997677954087788","0.9997677954087788","0.9997677954087788","0.9995971417395462","0.9995971417395462","0.9995971417395462"
"80","1.0005776426806199","1.0005776426806199","1.0005776426806199","0.9997672488429427","0.9997672488429427","0.9997672488429427","0.9995956238102052","0.9995956238102052","0.9995956238102052"
"81","1.0006308013615395","1.0006308013615395","1.0006308013615395","0.9997569756638524","0.9997569756638524","0.9997569756638524","0.999599354534023","0.999599354534023","0.999599354534023"
"82","1.0006526933125433","1.0006526933125433","1.0006526933125433","0.9997644480840538","0.9997644480840538","0.9997644480840538","0.9995972497550745","0.9995972497550745","0.9995972497550745"
"83","1.0006754133178086","1.0006754133178086","1.0006754133178086","0.9997543133587958","0.9997543133587958","0.9997543133587958","0.9995811430823637","0.9995811430823637","0.9995811430823637"
"84","1.0006578982648802","1.0006578982648802","1.0006578982648802","0.9997570706350319","0.9997570706350319","0.9997570706350319","0.9996037015536461","0.9996037015536461","0.9996037015536461"
"85","1.0006239689253176","1.0006239689253176","1.0006239689253176","0.9997522016082245","0.9997522016082245","0.9997522016082245","0.9996151155256395","0.9996151155256395","0.9996151155256395"
"86","1.000643568329943","1.000643568329943","1.000643568329943","0.9997434591468508","0.9997434591468508","0.9997434591468508","0.9996118152187338","0.9996118152187338","0.9996118152187338"
"87","1.0006829456334707","1.0006829456334707","1.0006829456334707","0.999756249212249","0.999756249212249","0.999756249212249","0.9995986470655049","0.9995986470655049","0.9995986470655049"
"88","1.000728121835957","1.000728121835957","1.000728121835957","0.9997502791552312","0.9997502791552312","0.9997502791552312","0.9995889558135218","0.9995889558135218","0.9995889558135218"
"89","1.00061984524828","1.00061984524828","1.00061984524828","0.9997333272281103","0.9997333272281103","0.9997333272281103","0.999616407850719","0.999616407850719","0.999616407850719"
"90","1.000691492813155","1.000691492813155","1.000691492813155","0.9997338536451309","0.9997338536451309","0.9997338536451309","0.9996142318726903","0.9996142318726903","0.9996142318726903"
"91","1.0006831675588828","1.0006831675588828","1.0006831675588828","0.9997459691054775","0.9997459691054775","0.9997459691054775","0.999591391583553","0.999591391583553","0.999591391583553"
"92","1.0007265821439733","1.0007265821439733","1.0007265821439733","0.9997209545286789","0.9997209545286789","0.9997209545286789","0.9995913211048962","0.9995913211048962","0.9995913211048962"
"93","1.0006476250301255","1.0006476250301255","1.0006476250301255","0.9997177239017837","0.9997177239017837","0.9997177239017837","0.9996172481962514","0.9996172481962514","0.9996172481962514"
"94","1.000662627384611","1.000662627384611","1.000662627384611","0.9997123192884846","0.9997123192884846","0.9997123192884846","0.9996255397925228","0.9996255397925228","0.9996255397925228"
"95","1.0006837699616282","1.0006837699616282","1.0006837699616282","0.9997237824497174","0.9997237824497174","0.9997237824497174","0.9996097621851281","0.9996097621851281","0.9996097621851281"
"96","1.000697640011651","1.000697640011651","1.000697640011651","0.999709349055097","0.999709349055097","0.999709349055097","0.9996175537792272","0.9996175537792272","0.9996175537792272"
"97","1.0006544811636369","1.0006544811636369","1.0006544811636369","0.9996968870779926","0.9996968870779926","0.9996968870779926","0.9996370657119611","0.9996370657119611","0.9996370657119611"
"98","1.0007988632090516","1.0007988632090516","1.0007988632090516","0.9997144223766313","0.9997144223766313","0.9997144223766313","0.9996171768678174","0.9996171768678174","0.9996171768678174"
"99","1.0007121549607785","1.0007121549607785","1.0007121549607785","0.9997032781157733","0.9997032781157733","0.9997032781157733","0.9996334600683039","0.9996334600683039","0.9996334600683039"
"100","1.0006117518586588","1.0006117518586588","1.0006117518586588","0.9997078844076989","0.9997078844076989","0.9997078844076989","0.9996308481026294","0.9996308481026294","0.9996308481026294"
"101","1.000754179017733","1.000754179017733","1.000754179017733","0.9996771966781701","0.9996771966781701","0.9996771966781701","0.9996261752399355","0.9996261752399355","0.9996261752399355"
"102","1.0007330939702652","1.0007330939702652","1.0007330939702652","0.9996727506227281","0.9996727506227281","0.9996727506227281","0.9996563184566818","0.9996563184566818","0.9996563184566818"
"103","1.0007164919261387","1.0007164919261387","1.0007164919261387","0.9996829328958434","0.9996829328958434","0.9996829328958434","0.9996511474451963","0.9996511474451963","0.9996511474451963"
"104","1.000841849196965","1.000841849196965","1.000841849196965","0.999656568002213","0.999656568002213","0.999656568002213","0.9996446423397597","0.9996446423397597","0.9996446423397597"
"105","1.0007736111261833","1.0007736111261833","1.0007736111261833","0.9996489690622913","0.9996489690622913","0.9996489690622913","0.9996385626133658","0.9996385626133658","0.9996385626133658"
"106","1.000626703981695","1.000626703981695","1.000626703981695","0.999632937626165","0.999632937626165","0.999632937626165","0.9996864000576761","0.9996864000576761","0.9996864000576761"
"107","1.0006899178395432","1.0006899178395432","1.0006899178395432","0.9996325616467724","0.9996325616467724","0.9996325616467724","0.9996929704205115","0.9996929704205115","0.9996929704205115"
"108","1.000750560119891","1.000750560119891","1.000750560119891","0.9996076010715766","0.9996076010715766","0.9996076010715766","0.9997121926966746","0.9997121926966746","0.9997121926966746"
"109","1.0007654758230813","1.0007654758230813","1.0007654758230813","0.9996026629699936","0.9996026629699936","0.9996026629699936","0.9997336453385679","0.9997336453385679","0.9997336453385679"
"110","1.0008162042073843","1.0008162042073843","1.0008162042073843","0.9996202864000402","0.9996202864000402","0.9996202864000402","0.9996911831777489","0.9996911831777489","0.9996911831777489"
"111","1.0007021686521824","1.0007021686521824","1.0007021686521824","0.9995626246321154","0.9995626246321154","0.9995626246321154","0.9997315619441787","0.9997315619441787","0.9997315619441787"
"112","1.0008253142151435","1.0008253142151435","1.0008253142151435","0.999553859010774","0.999553859010774","0.999553859010774","0.9997535185208155","0.9997535185208155","0.9997535185208155"
"113","1.0006226679884815","1.0006226679884815","1.0006226679884815","0.9995336728772937","0.9995336728772937","0.9995336728772937","0.9998194553934129","0.9998194553934129","0.9998194553934129"
"114","1.0006050510088804","1.0006050510088804","1.0006050510088804","0.9995362072769278","0.9995362072769278","0.9995362072769278","0.9998179566177701","0.9998179566177701","0.9998179566177701"
"115","1.0008642433470911","1.0008642433470911","1.0008642433470911","0.9995402516858984","0.9995402516858984","0.9995402516858984","0.999806470033132","0.999806470033132","0.999806470033132"
"116","1.000781241106962","1.000781241106962","1.000781241106962","0.999502044290096","0.999502044290096","0.999502044290096","0.9998336074254719","0.9998336074254719","0.9998336074254719"
"117","1.0009171382979927","1.0009171382979927","1.0009171382979927","0.9994533021396163","0.9994533021396163","0.9994533021396163","0.9998744012878245","0.9998744012878245","0.9998744012878245"
"118","1.001001619323605","1.001001619323605","1.001001619323605","0.9994725777922033","0.9994725777922033","0.9994725777922033","0.9998616343385868","0.9998616343385868","0.9998616343385868"
"119","1.0011168670623207","1.0011168670623207","1.0011168670623207","0.9994495798819847","0.9994495798819847","0.9994495798819847","0.9998742413182079","0.9998742413182079","0.9998742413182079"
"120","1.0009531616125875","1.0009531616125875","1.0009531616125875","0.999432767026147","0.999432767026147","0.999432767026147","0.999888411987114","0.999888411987114","0.999888411987114"
"121","1.0009747984309432","1.0009747984309432","1.0009747984309432","0.9994333885354839","0.9994333885354839","0.9994333885354839","0.9999292415240922","0.9999292415240922","0.9999292415240922"
"122","1.0009547127949587","1.0009547127949587","1.0009547127949587","0.9993901147807401","0.9993901147807401","0.9993901147807401","0.9999263424090273","0.9999263424090273","0.9999263424090273"
"123","1.000835463132397","1.000835463132397","1.000835463132397","0.9993798466916879","0.9993798466916879","0.9993798466916879","0.9999495379437705","0.9999495379437705","0.9999495379437705"
